"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 10:27:31 GMT 2022","Wed Oct 26 10:27:36 GMT 2022","5344","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"skipped","Wed Oct 26 10:27:13 GMT 2022","Wed Oct 26 10:27:13 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 14 Sign up with valid credentials","ID - 14 Sign up with valid credentials",""
"passed","Wed Oct 26 10:24:12 GMT 2022","Wed Oct 26 10:24:15 GMT 2022","2748","","Header testing","","Header testing","ID -3 Check that all item from Products dropdown menu on header to be able click","ID -3 Check that all item from Products dropdown menu on header to be able click",""
"passed","Wed Oct 26 10:23:33 GMT 2022","Wed Oct 26 10:23:37 GMT 2022","4118","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Wed Oct 26 10:27:49 GMT 2022","Wed Oct 26 10:27:53 GMT 2022","3272","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Wed Oct 26 10:23:06 GMT 2022","Wed Oct 26 10:23:14 GMT 2022","7301","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"passed","Wed Oct 26 10:22:50 GMT 2022","Wed Oct 26 10:22:58 GMT 2022","8578","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"passed","Wed Oct 26 10:27:45 GMT 2022","Wed Oct 26 10:27:49 GMT 2022","4267","","Support center page testing","","Support center page testing","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search",""
"passed","Wed Oct 26 10:26:54 GMT 2022","Wed Oct 26 10:27:00 GMT 2022","6280","","Sign up page testing","","Sign up page testing","ID - 10 Sign up with an email that does not contain @","ID - 10 Sign up with an email that does not contain @",""
"passed","Wed Oct 26 10:19:03 GMT 2022","Wed Oct 26 10:19:07 GMT 2022","3978","","Header testing","","Header testing","ID -3 Check that all item from Products dropdown menu on header to be able click","ID -3 Check that all item from Products dropdown menu on header to be able click",""
