"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 26 10:44:50 GMT 2022","Wed Oct 26 10:44:54 GMT 2022","4153","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"skipped","Wed Oct 26 10:44:39 GMT 2022","Wed Oct 26 10:44:39 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 14 Sign up with valid credentials","ID - 14 Sign up with valid credentials",""
"passed","Wed Oct 26 10:44:32 GMT 2022","Wed Oct 26 10:44:36 GMT 2022","3796","","Sign up page testing","","Sign up page testing","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy",""
"passed","Wed Oct 26 10:40:38 GMT 2022","Wed Oct 26 10:40:45 GMT 2022","7413","","Network page testing","","Network page testing","ID - 8 See price for Elastic SIP Trunking from Network Page","ID - 8 See price for Elastic SIP Trunking from Network Page",""
"passed","Wed Oct 26 10:45:03 GMT 2022","Wed Oct 26 10:45:09 GMT 2022","5870","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"passed","Wed Oct 26 10:44:08 GMT 2022","Wed Oct 26 10:44:14 GMT 2022","6213","","Sign in testing","","Sign in testing","ID - 16 Sign in with invalid email and invalid password","ID - 16 Sign in with invalid email and invalid password",""
"passed","Wed Oct 26 10:40:22 GMT 2022","Wed Oct 26 10:40:27 GMT 2022","4968","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
"passed","Wed Oct 26 10:42:38 GMT 2022","Wed Oct 26 10:42:42 GMT 2022","3561","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Wed Oct 26 10:43:11 GMT 2022","Wed Oct 26 10:43:20 GMT 2022","8606","","Header testing","","Header testing","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those",""
"passed","Wed Oct 26 10:41:50 GMT 2022","Wed Oct 26 10:41:55 GMT 2022","4220","","Sign up page testing","","Sign up page testing","ID - 13 Sign up with empty fields","ID - 13 Sign up with empty fields",""
