"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Oct 26 09:07:36 GMT 2022","Wed Oct 26 09:07:36 GMT 2022","0","","Network page testing","","Network page testing","ID - 8 See price for Elastic SIP Trunking from Network Page","ID - 8 See price for Elastic SIP Trunking from Network Page",""
"skipped","Wed Oct 26 09:07:56 GMT 2022","Wed Oct 26 09:07:56 GMT 2022","0","","Support center page testing","","Support center page testing","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search",""
"skipped","Wed Oct 26 09:07:23 GMT 2022","Wed Oct 26 09:07:23 GMT 2022","0","","Header testing","","Header testing","ID -3 Check that all item from Products dropdown menu on header to be able click","ID -3 Check that all item from Products dropdown menu on header to be able click",""
"skipped","Wed Oct 26 09:07:41 GMT 2022","Wed Oct 26 09:07:41 GMT 2022","0","","Sign in testing","","Sign in testing","ID - 16 Sign in with invalid email and invalid password","ID - 16 Sign in with invalid email and invalid password",""
"skipped","Wed Oct 26 09:07:46 GMT 2022","Wed Oct 26 09:07:46 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy",""
"skipped","Wed Oct 26 09:07:23 GMT 2022","Wed Oct 26 09:07:23 GMT 2022","0","","Header testing","","Header testing","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those",""
"skipped","Wed Oct 26 09:07:51 GMT 2022","Wed Oct 26 09:07:51 GMT 2022","0","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"skipped","Wed Oct 26 09:07:46 GMT 2022","Wed Oct 26 09:07:46 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 13 Sign up with empty fields","ID - 13 Sign up with empty fields",""
"passed","Wed Oct 26 09:07:26 GMT 2022","Wed Oct 26 09:07:33 GMT 2022","6484","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
"skipped","Wed Oct 26 09:07:51 GMT 2022","Wed Oct 26 09:07:51 GMT 2022","0","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"skipped","Wed Oct 26 09:07:46 GMT 2022","Wed Oct 26 09:07:46 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 10 Sign up with an email that does not contain @","ID - 10 Sign up with an email that does not contain @",""
"skipped","Wed Oct 26 09:07:51 GMT 2022","Wed Oct 26 09:07:51 GMT 2022","0","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"skipped","Wed Oct 26 09:07:56 GMT 2022","Wed Oct 26 09:07:56 GMT 2022","0","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"skipped","Wed Oct 26 09:07:56 GMT 2022","Wed Oct 26 09:07:56 GMT 2022","0","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"skipped","Wed Oct 26 09:07:36 GMT 2022","Wed Oct 26 09:07:36 GMT 2022","0","","Network page testing","","Network page testing","ID - 7 Open the virtual cross connects page from Network link in Header menu","ID - 7 Open the virtual cross connects page from Network link in Header menu",""
"skipped","Wed Oct 26 09:07:46 GMT 2022","Wed Oct 26 09:07:46 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 14 Sign up with valid credentials","ID - 14 Sign up with valid credentials",""
"skipped","Wed Oct 26 09:07:41 GMT 2022","Wed Oct 26 09:07:41 GMT 2022","0","","Sign in testing","","Sign in testing","ID - 17 Sign in with valid email that doesn't contain @","ID - 17 Sign in with valid email that doesn't contain @",""
"passed","Wed Oct 26 09:06:32 GMT 2022","Wed Oct 26 09:06:36 GMT 2022","4013","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
"skipped","Wed Oct 26 09:07:41 GMT 2022","Wed Oct 26 09:07:41 GMT 2022","0","","Sign in testing","","Sign in testing","ID - 15 Sign in with valid email and invalid password","ID - 15 Sign in with valid email and invalid password",""
"skipped","Wed Oct 26 09:07:36 GMT 2022","Wed Oct 26 09:07:36 GMT 2022","0","","Network page testing","","Network page testing","ID - 9 Open SMS API from Network Page","ID - 9 Open SMS API from Network Page",""
"skipped","Wed Oct 26 09:07:46 GMT 2022","Wed Oct 26 09:07:46 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
